Ticket_ID,Ticket_Date,Customer_ID,Department,Agent_Name,Category,Sub_Category,Priority,Status,Resolution_Time_Hours,SLA_Target_Hours,SLA_Status,Customer_Satisfaction,Reopened,Channel,Root_Cause,Month,Year
TKT048286,2025-02-20,CUST02809,Finance,Anjali Verma,Hardware,Printer,Low,Resolved,2.2,8,Met,4.2,No,Email,Access Issue,Feb 2025,2025
TKT046387,2025-02-20,CUST01833,Finance,Amit Singh,Software,Update/Upgrade,Medium,Open,2.2,12,Met,4.2,No,Email,Access Issue,Feb 2025,2025
TKT046325,2025-02-20,CUST00995,Operations,Vikram Rao,Application Support,CRM Support,Medium,Resolved,3.63,12,Breached,3.7,Yes,Chat,Unknown,Feb 2025,2025
TKT045439,2025-02-20,CUST04288,Sales,Neha Gupta,Access & Permissions,Permission Change,Critical,Resolved,12.57,4,Breached,3.2,Yes,Chat,Configuration Error,Feb 2025,2025
TKT045993,2025-02-20,CUST03413,IT,Rohan Kapoor,Hardware,Peripheral,Low,Resolved,3.5,8,Met,3.8,No,Chat,Software Bug,Feb 2025,2025
TKT048327,2025-02-20,CUST03309,IT,Saurabh Yadav,Network,Slow Network,Low,Resolved,1.98,8,Met,4.7,No,Portal,Hardware Failure,Feb 2025,2025
TKT047111,2025-02-20,CUST00537,Others,Rohan Kapoor,Network,Wi-Fi,Low,Resolved,3.6,8,Met,3.9,No,Email,Software Bug,Feb 2025,2025
TKT047152,2025-02-20,CUST00356,IT,Vikram Rao,Network,Wi-Fi,Low,Resolved,3.8,8,Met,4.6,No,Phone,Access Issue,Feb 2025,2025
TKT050000,2025-02-20,CUST01811,Finance,Neha Gupta,Hardware,Printer,Medium,Resolved,4.31,12,Met,4.4,No,Portal,Software Bug,Feb 2025,2025
TKT027019,2025-02-20,CUST03350,Sales,Pooja Nair,Hardware,Laptop/Desktop,High,Resolved,15.48,8,Breached,2.7,No,Email,Software Bug,Feb 2025,2025
TKT008750,2025-02-20,CUST02858,Others,Meera Iyer,Access & Permissions,Account Lock,Low,Resolved,2.64,8,Met,4.3,No,Portal,Hardware Failure,Feb 2025,2025
TKT007912,2025-02-20,CUST01593,Finance,Anjali Verma,Software,Installation,Medium,Resolved,3.03,12,Met,4.7,No,Portal,User Error,Feb 2025,2025
TKT002295,2025-02-20,CUST04471,HR,Rahul Joshi,Hardware,Laptop/Desktop,Medium,In Progress,2.03,12,Met,4.6,No,Chat,Network Issue,Feb 2025,2025
TKT028026,2025-02-20,CUST00675,Others,Simran Kaur,Software,Update/Upgrade,Medium,Resolved,3.14,12,Met,5.0,Yes,Phone,User Error,Feb 2025,2025
TKT004123,2025-02-20,CUST01163,Finance,Arjun Shah,Application Support,ERP Support,Medium,Open,3.75,12,Met,4.5,No,Chat,User Error,Feb 2025,2025
TKT011893,2025-02-20,CUST04387,Finance,Sneha Desai,Network,Slow Network,Medium,Resolved,2.99,12,Met,5.0,No,Phone,Network Issue,Feb 2025,2025
TKT039508,2025-02-20,CUST01782,Finance,Meera Iyer,Hardware,Printer,Medium,Resolved,5.68,12,Met,4.1,No,Email,Hardware Failure,Feb 2025,2025
TKT038247,2025-02-20,CUST03739,Marketing,Rohan Kapoor,Application Support,CRM Support,Low,Resolved,2.99,8,Met,3.8,No,Portal,User Error,Feb 2025,2025
TKT030094,2025-02-20,CUST04589,Finance,Meera Iyer,Access & Permissions,Role Access,Low,Resolved,1.58,8,Met,4.8,No,Email,Software Bug,Feb 2025,2025
TKT028098,2025-02-20,CUST03323,Finance,Vikram Rao,Software,Update/Upgrade,High,Resolved,19.64,8,Breached,3.5,Yes,Phone,User Error,Feb 2025,2025
TKT042105,2025-02-20,CUST04285,Sales,Priya Patel,Hardware,Printer,Low,Resolved,3.74,8,Met,4.9,No,Phone,Hardware Failure,Feb 2025,2025
TKT036206,2025-02-20,CUST04386,Finance,Isha Malhotra,Application Support,ERP Support,Medium,Resolved,9.23,12,Met,3.1,No,Portal,Software Bug,Feb 2025,2025
TKT042795,2025-02-20,CUST01640,Operations,Nikhil Patil,Software,Update/Upgrade,Low,Resolved,1.84,8,Met,4.0,No,Email,Software Bug,Feb 2025,2025
TKT031551,2025-02-20,CUST04114,HR,Aarav Sharma,Application Support,ERP Support,Low,Resolved,4.17,8,Met,4.1,No,Phone,Configuration Error,Feb 2025,2025
TKT001337,2025-02-20,CUST04411,Finance,Simran Kaur,Hardware,Laptop/Desktop,Low,Pending,1.28,8,Met,4.6,No,Portal,Hardware Failure,Feb 2025,2025
TKT001684,2025-02-20,CUST00700,Sales,Neha Gupta,Software,License Issue,Medium,In Progress,4.11,12,Met,4.4,No,Chat,Software Bug,Feb 2025,2025
TKT009725,2025-02-20,CUST00303,Finance,Neha Gupta,Software,Installation,Medium,Resolved,8.68,12,Met,3.7,No,Email,Configuration Error,Feb 2025,2025
TKT042026,2025-02-20,CUST04445,Others,Arjun Shah,Hardware,Printer,Medium,Resolved,6.04,12,Met,4.4,No,Chat,User Error,Feb 2025,2025
TKT014630,2025-02-20,CUST02835,HR,Riya Kulkarni,Application Support,Email Support,Critical,Resolved,72.0,4,Breached,1.2,No,Phone,Network Issue,Feb 2025,2025
TKT033843,2025-02-20,CUST03092,IT,Vikram Rao,Access & Permissions,Role Access,Low,Resolved,3.6,8,Met,3.5,No,Email,Software Bug,Feb 2025,2025
TKT001961,2025-02-20,CUST03116,IT,Meera Iyer,Access & Permissions,Permission Change,High,Resolved,7.69,8,Met,4.2,No,Phone,User Error,Feb 2025,2025
TKT023173,2025-02-20,CUST01617,HR,Simran Kaur,Hardware,Peripheral,Low,Resolved,2.68,8,Met,4.0,No,Email,Configuration Error,Feb 2025,2025
TKT042684,2025-02-20,CUST00735,Finance,Saurabh Yadav,Software,Installation,Low,Resolved,0.92,8,Met,4.1,No,Portal,Network Issue,Feb 2025,2025
TKT012925,2025-02-20,CUST03839,Others,Nikhil Patil,Network,Connectivity,Low,Resolved,2.36,8,Met,4.9,No,Email,Hardware Failure,Feb 2025,2025
TKT006799,2025-02-20,CUST01328,Operations,Arjun Shah,Application Support,Email Support,Critical,Resolved,35.56,4,Breached,2.4,No,Email,Hardware Failure,Feb 2025,2025
TKT011649,2025-02-20,CUST01859,Finance,Rahul Joshi,Software,Installation,Low,Resolved,2.92,8,Met,5.0,No,Email,Configuration Error,Feb 2025,2025
TKT034323,2025-02-20,CUST03993,HR,Aarav Sharma,Access & Permissions,Password Reset,Low,Resolved,4.17,8,Met,4.7,No,Phone,Software Bug,Feb 2025,2025
TKT009715,2025-02-20,CUST03982,IT,Nikhil Patil,Software,Application Error,High,Resolved,8.32,8,Breached,2.9,No,Portal,Network Issue,Feb 2025,2025
TKT039258,2025-02-20,CUST00361,Operations,Simran Kaur,Network,Slow Network,High,Resolved,9.01,8,Breached,3.8,No,Email,Software Bug,Feb 2025,2025
TKT037385,2025-02-20,CUST02910,Operations,Meera Iyer,Access & Permissions,Password Reset,High,Resolved,12.78,8,Breached,2.6,No,Portal,Configuration Error,Feb 2025,2025
TKT038723,2025-02-20,CUST04522,Operations,Kavya Reddy,Hardware,Laptop/Desktop,Medium,Resolved,8.7,12,Breached,2.8,No,Email,Configuration Error,Feb 2025,2025
TKT018828,2025-02-20,CUST00376,IT,Anjali Verma,Hardware,Laptop/Desktop,Medium,Resolved,3.39,12,Met,4.7,No,Portal,User Error,Feb 2025,2025
TKT038714,2025-02-20,CUST02675,Marketing,Meera Iyer,Software,Application Error,Medium,Resolved,2.63,12,Met,4.3,No,Portal,Network Issue,Feb 2025,2025
TKT026147,2025-02-20,CUST04762,Sales,Rahul Joshi,Software,License Issue,High,Resolved,20.87,8,Breached,2.6,No,Email,User Error,Feb 2025,2025
TKT033199,2025-02-20,CUST04013,Operations,Riya Kulkarni,Software,License Issue,Critical,Resolved,6.66,4,Breached,3.6,No,Phone,User Error,Feb 2025,2025
TKT004783,2025-02-20,CUST02834,Operations,Rohan Kapoor,Hardware,Printer,Low,Pending,1.58,8,Breached,4.2,No,Phone,Software Bug,Feb 2025,2025
TKT008382,2025-02-20,CUST03325,HR,Karan Mehta,Hardware,Monitor,Low,Resolved,2.99,8,Met,4.0,No,Email,Network Issue,Feb 2025,2025
TKT021916,2025-02-20,CUST04059,Marketing,Nikhil Patil,Hardware,Peripheral,Medium,Resolved,7.43,12,Met,4.4,No,Portal,Software Bug,Feb 2025,2025
TKT005893,2025-02-20,CUST02042,Marketing,Aditya Jain,Application Support,CRM Support,Critical,Open,11.21,4,Breached,2.8,No,Phone,Unknown,Feb 2025,2025
TKT021933,2025-02-20,CUST04697,Operations,Rohan Kapoor,Application Support,Database Support,Low,Open,1.69,8,Met,5.0,No,Portal,Software Bug,Feb 2025,2025
TKT042753,2025-02-20,CUST03462,Operations,Sneha Desai,Access & Permissions,Account Lock,Medium,Resolved,2.75,12,Met,3.8,No,Chat,User Error,Feb 2025,2025
TKT008588,2025-02-20,CUST02505,HR,Priya Patel,Network,VPN,Low,Resolved,1.3,8,Met,4.0,No,Portal,User Error,Feb 2025,2025
TKT005637,2025-02-20,CUST00399,Finance,Nikhil Patil,Hardware,Laptop/Desktop,Low,In Progress,0.66,8,Met,3.8,No,Phone,User Error,Feb 2025,2025
TKT021061,2025-02-20,CUST04349,Finance,Aarav Sharma,Network,Wi-Fi,Low,Resolved,1.99,8,Met,4.1,No,Phone,Configuration Error,Feb 2025,2025
TKT037323,2025-02-20,CUST03479,Finance,Neha Gupta,Hardware,Printer,High,Resolved,9.84,8,Breached,2.2,No,Portal,Configuration Error,Feb 2025,2025
TKT005865,2025-02-20,CUST00703,IT,Riya Kulkarni,Application Support,ERP Support,Medium,In Progress,2.54,12,Met,4.6,No,Email,Network Issue,Feb 2025,2025
TKT007685,2025-02-20,CUST00287,Sales,Sneha Desai,Network,Connectivity,Low,Resolved,1.74,8,Met,4.8,No,Email,Network Issue,Feb 2025,2025
TKT022205,2025-02-20,CUST01746,Finance,Priya Patel,Access & Permissions,Account Lock,Low,Resolved,1.54,8,Met,4.7,No,Portal,Software Bug,Feb 2025,2025
TKT043472,2025-02-20,CUST01348,HR,Sneha Desai,Software,Update/Upgrade,Low,Resolved,2.38,8,Met,4.4,No,Email,Configuration Error,Feb 2025,2025
TKT042372,2025-02-20,CUST00844,Operations,Meera Iyer,Application Support,Email Support,Low,Resolved,2.49,8,Met,4.6,No,Email,Network Issue,Feb 2025,2025
TKT000238,2025-02-20,CUST01350,HR,Arjun Shah,Application Support,Email Support,Medium,Open,4.58,12,Met,3.9,No,Email,Hardware Failure,Feb 2025,2025
TKT027884,2025-02-20,CUST01314,Finance,Nikhil Patil,Application Support,CRM Support,Medium,Resolved,4.88,12,Met,3.9,No,Portal,Network Issue,Feb 2025,2025
TKT036494,2025-02-20,CUST00468,Sales,Rohan Kapoor,Application Support,Database Support,Medium,Resolved,3.61,12,Met,4.5,No,Phone,Software Bug,Feb 2025,2025
TKT034204,2025-02-20,CUST00857,Finance,Vikram Rao,Access & Permissions,Account Lock,Low,Resolved,1.57,8,Met,4.3,No,Chat,Access Issue,Feb 2025,2025
TKT022382,2025-02-20,CUST04135,Operations,Meera Iyer,Access & Permissions,Permission Change,Critical,In Progress,21.75,4,Breached,3.0,No,Email,Network Issue,Feb 2025,2025
TKT019258,2025-02-20,CUST01194,Marketing,Aarav Sharma,Application Support,ERP Support,High,Resolved,4.04,8,Met,4.2,No,Email,Software Bug,Feb 2025,2025
TKT002143,2025-02-20,CUST02257,Finance,Karan Mehta,Application Support,CRM Support,Medium,In Progress,8.25,12,Met,3.9,No,Portal,Hardware Failure,Feb 2025,2025
TKT012978,2025-02-20,CUST02502,Marketing,Sneha Desai,Network,Connectivity,Medium,Resolved,4.23,12,Met,4.5,No,Phone,Software Bug,Feb 2025,2025
TKT041942,2025-02-20,CUST00407,Finance,Simran Kaur,Application Support,Email Support,Medium,Resolved,2.76,12,Met,4.4,Yes,Portal,Hardware Failure,Feb 2025,2025
TKT040190,2025-02-20,CUST00242,IT,Kavya Reddy,Hardware,Printer,High,Resolved,13.56,8,Breached,3.4,No,Chat,Hardware Failure,Feb 2025,2025
TKT023327,2025-02-20,CUST01022,IT,Meera Iyer,Network,Wi-Fi,Low,Open,1.13,8,Met,4.3,No,Email,Hardware Failure,Feb 2025,2025
TKT007794,2025-02-20,CUST01249,Marketing,Rohan Kapoor,Software,Installation,Medium,Resolved,7.0,12,Met,3.9,No,Email,Unknown,Feb 2025,2025
TKT035430,2025-02-20,CUST03937,IT,Pooja Nair,Access & Permissions,Role Access,Low,Resolved,3.21,8,Met,3.8,No,Portal,Software Bug,Feb 2025,2025
TKT031263,2025-02-20,CUST01182,IT,Kavya Reddy,Network,Connectivity,Low,Resolved,5.93,8,Breached,3.2,No,Phone,Software Bug,Feb 2025,2025
TKT042914,2025-02-20,CUST02764,Finance,Neha Gupta,Software,Update/Upgrade,High,Resolved,20.72,8,Breached,2.2,No,Portal,Software Bug,Feb 2025,2025
TKT025181,2025-02-20,CUST04505,Sales,Saurabh Yadav,Application Support,Email Support,Low,Resolved,2.89,8,Met,4.9,No,Portal,Configuration Error,Feb 2025,2025
TKT035389,2025-02-20,CUST00341,Finance,Isha Malhotra,Network,Connectivity,High,Resolved,16.35,8,Breached,3.5,No,Email,Access Issue,Feb 2025,2025
TKT024080,2025-02-20,CUST01690,Finance,Simran Kaur,Software,Update/Upgrade,Medium,Resolved,1.65,12,Met,4.4,No,Phone,Network Issue,Feb 2025,2025
TKT040844,2025-02-20,CUST02594,IT,Simran Kaur,Network,Wi-Fi,Medium,Resolved,8.86,12,Met,4.2,No,Portal,User Error,Feb 2025,2025
TKT037748,2025-02-20,CUST04709,IT,Priya Patel,Software,Application Error,Medium,Open,2.73,12,Met,4.5,No,Phone,Software Bug,Feb 2025,2025
TKT037753,2025-02-20,CUST01247,Marketing,Simran Kaur,Software,Installation,Low,Resolved,1.84,8,Met,4.8,No,Portal,Software Bug,Feb 2025,2025
TKT011008,2025-02-20,CUST03201,Finance,Saurabh Yadav,Application Support,Database Support,High,In Progress,8.03,8,Breached,3.7,No,Portal,Network Issue,Feb 2025,2025
TKT013139,2025-02-20,CUST03306,Others,Amit Singh,Network,Connectivity,Medium,Resolved,14.58,12,Breached,3.5,No,Phone,User Error,Feb 2025,2025
TKT009256,2025-02-20,CUST00570,HR,Saurabh Yadav,Access & Permissions,Password Reset,High,In Progress,11.02,8,Breached,2.7,No,Phone,Hardware Failure,Feb 2025,2025
TKT029003,2025-02-20,CUST00337,HR,Priya Patel,Hardware,Peripheral,Critical,Open,14.52,4,Breached,2.8,No,Portal,Access Issue,Feb 2025,2025
TKT000848,2025-02-20,CUST04886,Sales,Saurabh Yadav,Software,Update/Upgrade,Low,Resolved,2.95,8,Met,5.0,No,Portal,User Error,Feb 2025,2025
TKT015887,2025-02-20,CUST04266,Finance,Isha Malhotra,Hardware,Peripheral,Low,Resolved,1.89,8,Met,4.7,No,Email,Software Bug,Feb 2025,2025
TKT015351,2025-02-20,CUST00408,IT,Pooja Nair,Software,Installation,Low,Resolved,2.95,8,Met,4.3,No,Portal,Hardware Failure,Feb 2025,2025
TKT000982,2025-02-20,CUST01229,HR,Kavya Reddy,Software,Installation,Low,Resolved,1.85,8,Met,4.9,No,Portal,Configuration Error,Feb 2025,2025
TKT024485,2025-02-20,CUST01490,Marketing,Amit Singh,Network,VPN,Medium,Resolved,4.94,12,Met,4.5,No,Phone,User Error,Feb 2025,2025
TKT020358,2025-02-20,CUST04017,Finance,Sneha Desai,Software,Installation,Low,Resolved,2.32,8,Met,4.7,No,Phone,Network Issue,Feb 2025,2025
TKT013252,2025-02-20,CUST02104,Marketing,Anjali Verma,Software,License Issue,High,Resolved,2.72,8,Met,4.3,No,Portal,User Error,Feb 2025,2025
TKT002823,2025-02-20,CUST00372,Others,Isha Malhotra,Network,Wi-Fi,Medium,Open,2.81,12,Met,4.8,No,Chat,User Error,Feb 2025,2025
TKT032333,2025-02-20,CUST03691,Operations,Arjun Shah,Network,Wi-Fi,Low,Resolved,2.03,8,Met,3.9,No,Email,Network Issue,Feb 2025,2025
TKT029171,2025-02-20,CUST02061,Marketing,Arjun Shah,Access & Permissions,Password Reset,Low,Open,2.2,8,Met,4.2,No,Portal,Configuration Error,Feb 2025,2025
TKT013227,2025-02-20,CUST01426,Others,Kavya Reddy,Software,Update/Upgrade,High,Resolved,12.35,8,Breached,3.2,No,Phone,User Error,Feb 2025,2025
TKT015669,2025-02-20,CUST03242,IT,Riya Kulkarni,Software,Installation,Medium,Resolved,2.63,12,Met,4.3,No,Email,Access Issue,Feb 2025,2025
TKT015654,2025-02-20,CUST04122,Operations,Kavya Reddy,Application Support,CRM Support,Low,Resolved,1.98,8,Met,5.0,Yes,Email,User Error,Feb 2025,2025
TKT003772,2025-02-20,CUST00179,Others,Arjun Shah,Access & Permissions,Role Access,Low,Resolved,1.69,8,Met,4.1,No,Portal,Hardware Failure,Feb 2025,2025
TKT004351,2025-02-20,CUST01805,HR,Karan Mehta,Application Support,ERP Support,Medium,Resolved,6.08,12,Breached,3.7,No,Email,User Error,Feb 2025,2025
TKT009265,2025-02-20,CUST03046,IT,Riya Kulkarni,Hardware,Monitor,Low,Resolved,1.17,8,Met,4.7,No,Portal,Hardware Failure,Feb 2025,2025
TKT019897,2025-02-20,CUST04381,Sales,Kavya Reddy,Hardware,Printer,Low,Resolved,2.18,8,Met,4.6,No,Portal,Software Bug,Feb 2025,2025
TKT009165,2025-02-20,CUST04469,IT,Karan Mehta,Network,Slow Network,Low,Resolved,2.64,8,Met,4.3,No,Email,Network Issue,Feb 2025,2025
TKT009677,2025-02-20,CUST00476,Marketing,Priya Patel,Software,Update/Upgrade,High,Pending,4.24,8,Met,4.1,No,Phone,User Error,Feb 2025,2025
TKT012983,2025-02-20,CUST03074,Marketing,Arjun Shah,Access & Permissions,Permission Change,High,Resolved,13.68,8,Breached,3.2,No,Chat,Unknown,Feb 2025,2025
TKT011501,2025-02-20,CUST04071,Marketing,Priya Patel,Software,Update/Upgrade,Medium,Resolved,6.54,12,Met,4.4,Yes,Phone,Configuration Error,Feb 2025,2025
TKT041821,2025-02-20,CUST04724,IT,Pooja Nair,Application Support,Email Support,High,Resolved,15.24,8,Breached,2.8,No,Portal,Network Issue,Feb 2025,2025
TKT011451,2025-02-20,CUST03815,Finance,Nikhil Patil,Software,Update/Upgrade,High,In Progress,12.34,8,Breached,3.2,Yes,Chat,Software Bug,Feb 2025,2025
TKT025512,2025-02-20,CUST02551,Others,Amit Singh,Application Support,Email Support,High,Resolved,5.53,8,Met,4.7,No,Portal,Network Issue,Feb 2025,2025
TKT030974,2025-02-20,CUST00343,HR,Meera Iyer,Network,Wi-Fi,Medium,Resolved,10.69,12,Met,4.3,No,Portal,Software Bug,Feb 2025,2025
TKT011415,2025-02-20,CUST03726,Sales,Aditya Jain,Software,License Issue,Medium,Resolved,5.09,12,Met,3.7,No,Portal,Software Bug,Feb 2025,2025
TKT010145,2025-02-20,CUST04480,Finance,Isha Malhotra,Software,License Issue,Medium,Resolved,5.37,12,Met,3.9,No,Portal,Hardware Failure,Feb 2025,2025
TKT000408,2025-02-20,CUST02126,HR,Anjali Verma,Network,Wi-Fi,Low,Open,0.8,8,Met,3.9,No,Phone,User Error,Feb 2025,2025
TKT016564,2025-02-20,CUST01960,Marketing,Saurabh Yadav,Hardware,Monitor,Medium,Open,2.89,12,Met,4.5,No,Email,User Error,Feb 2025,2025
TKT026250,2025-02-20,CUST04861,HR,Priya Patel,Hardware,Peripheral,Medium,Resolved,1.13,12,Met,4.5,No,Portal,Hardware Failure,Feb 2025,2025
TKT010729,2025-02-20,CUST03290,Others,Riya Kulkarni,Network,Slow Network,Low,Open,1.08,8,Met,4.3,No,Portal,Configuration Error,Feb 2025,2025
TKT023876,2025-02-20,CUST04080,Marketing,Aarav Sharma,Software,License Issue,Low,Resolved,1.87,8,Met,4.7,No,Email,Configuration Error,Feb 2025,2025
TKT025247,2025-02-20,CUST02593,Sales,Saurabh Yadav,Network,Connectivity,Medium,Resolved,3.43,12,Met,4.9,No,Phone,User Error,Feb 2025,2025
TKT023720,2025-02-20,CUST01623,Operations,Rohan Kapoor,Network,Slow Network,Critical,Resolved,10.02,4,Breached,3.1,No,Portal,Access Issue,Feb 2025,2025
TKT040546,2025-02-20,CUST02186,Operations,Rahul Joshi,Application Support,CRM Support,Low,Resolved,1.51,8,Met,4.5,No,Portal,Network Issue,Feb 2025,2025
TKT008014,2025-02-20,CUST03484,Finance,Karan Mehta,Network,Slow Network,Medium,Resolved,6.07,12,Met,4.1,No,Phone,Software Bug,Feb 2025,2025
TKT041701,2025-02-20,CUST01597,Marketing,Simran Kaur,Access & Permissions,Permission Change,Low,Resolved,1.93,8,Met,4.6,No,Portal,Hardware Failure,Feb 2025,2025
TKT027261,2025-02-21,CUST02503,Operations,Nikhil Patil,Software,Installation,Low,In Progress,4.3,8,Met,4.5,No,Portal,Unknown,Feb 2025,2025
TKT019785,2025-02-21,CUST01533,Finance,Aditya Jain,Application Support,Email Support,Low,Open,1.33,8,Breached,2.4,No,Email,Access Issue,Feb 2025,2025
TKT019465,2025-02-21,CUST02101,Others,Neha Gupta,Application Support,ERP Support,Low,Resolved,1.21,8,Met,4.8,No,Chat,Configuration Error,Feb 2025,2025
TKT027169,2025-02-21,CUST01161,Others,Kavya Reddy,Software,Update/Upgrade,Medium,Resolved,6.03,12,Met,3.2,No,Email,Network Issue,Feb 2025,2025
TKT013432,2025-02-21,CUST02578,IT,Aarav Sharma,Application Support,Database Support,Medium,Open,2.59,12,Met,4.8,No,Portal,Hardware Failure,Feb 2025,2025
TKT049051,2025-02-21,CUST00108,HR,Rohan Kapoor,Access & Permissions,Password Reset,High,Resolved,13.08,8,Breached,3.1,No,Email,Network Issue,Feb 2025,2025
TKT027103,2025-02-21,CUST04683,IT,Aarav Sharma,Network,Wi-Fi,Low,Resolved,1.16,8,Met,4.5,No,Portal,Hardware Failure,Feb 2025,2025
TKT027506,2025-02-21,CUST02879,Operations,Priya Patel,Hardware,Laptop/Desktop,Medium,Resolved,8.13,12,Met,3.9,No,Portal,Access Issue,Feb 2025,2025
TKT038092,2025-02-21,CUST04300,IT,Vikram Rao,Application Support,CRM Support,High,In Progress,3.78,8,Met,3.9,No,Phone,User Error,Feb 2025,2025
TKT030078,2025-02-21,CUST04668,Finance,Amit Singh,Network,Wi-Fi,High,Resolved,17.05,8,Breached,3.1,Yes,Phone,Access Issue,Feb 2025,2025
TKT030099,2025-02-21,CUST01872,HR,Aarav Sharma,Application Support,ERP Support,Low,Resolved,1.38,8,Met,4.2,No,Portal,Software Bug,Feb 2025,2025
TKT007973,2025-02-21,CUST01516,IT,Rahul Joshi,Network,VPN,Low,Resolved,4.9,8,Met,4.6,No,Chat,Software Bug,Feb 2025,2025
TKT045888,2025-02-21,CUST00339,Sales,Kavya Reddy,Hardware,Laptop/Desktop,High,Resolved,5.81,8,Met,4.2,No,Phone,Unknown,Feb 2025,2025
TKT030120,2025-02-21,CUST01282,Finance,Meera Iyer,Hardware,Laptop/Desktop,Low,Resolved,1.56,8,Met,4.5,No,Chat,Software Bug,Feb 2025,2025
TKT005708,2025-02-21,CUST01928,Sales,Sneha Desai,Hardware,Laptop/Desktop,High,Resolved,14.56,8,Breached,3.7,No,Chat,Software Bug,Feb 2025,2025
TKT038177,2025-02-21,CUST04240,HR,Aarav Sharma,Hardware,Peripheral,Medium,Resolved,3.68,12,Met,4.7,No,Email,Software Bug,Feb 2025,2025
TKT020349,2025-02-21,CUST03512,Marketing,Vikram Rao,Application Support,Email Support,Low,In Progress,1.63,8,Met,3.6,Yes,Phone,Hardware Failure,Feb 2025,2025
TKT018844,2025-02-21,CUST02714,HR,Priya Patel,Network,Wi-Fi,Low,Resolved,1.82,8,Met,4.3,No,Email,Hardware Failure,Feb 2025,2025
TKT016898,2025-02-21,CUST03898,IT,Neha Gupta,Network,Connectivity,Medium,Resolved,2.58,12,Met,4.1,No,Portal,Software Bug,Feb 2025,2025
TKT001214,2025-02-21,CUST00841,IT,Rohan Kapoor,Network,Wi-Fi,Low,Resolved,2.7,8,Met,4.1,No,Chat,User Error,Feb 2025,2025
TKT009044,2025-02-21,CUST00281,IT,Priya Patel,Access & Permissions,Account Lock,Low,Resolved,3.27,8,Met,4.1,No,Email,Software Bug,Feb 2025,2025
TKT029419,2025-02-21,CUST02628,IT,Vikram Rao,Software,License Issue,Low,Resolved,2.01,8,Met,3.9,No,Portal,User Error,Feb 2025,2025
TKT009193,2025-02-21,CUST01629,HR,Riya Kulkarni,Network,Slow Network,High,Resolved,4.29,8,Met,4.3,No,Portal,Software Bug,Feb 2025,2025
TKT009209,2025-02-21,CUST00399,IT,Nikhil Patil,Software,License Issue,High,Resolved,5.12,8,Met,3.9,No,Email,User Error,Feb 2025,2025
TKT032234,2025-02-21,CUST03292,Marketing,Amit Singh,Software,Application Error,Medium,Resolved,1.98,12,Met,5.0,No,Email,Software Bug,Feb 2025,2025
TKT040429,2025-02-21,CUST03456,HR,Meera Iyer,Software,License Issue,High,Resolved,21.86,8,Breached,4.2,No,Portal,User Error,Feb 2025,2025
TKT016478,2025-02-21,CUST03713,Operations,Sneha Desai,Software,Application Error,Critical,Resolved,18.71,4,Breached,3.6,No,Portal,Configuration Error,Feb 2025,2025
TKT014921,2025-02-21,CUST00057,IT,Isha Malhotra,Network,Wi-Fi,Low,Resolved,2.72,8,Met,4.8,No,Phone,Configuration Error,Feb 2025,2025
TKT048189,2025-02-21,CUST03970,HR,Isha Malhotra,Hardware,Printer,Low,Resolved,1.31,8,Met,4.9,No,Email,User Error,Feb 2025,2025
TKT040531,2025-02-21,CUST03261,IT,Pooja Nair,Software,Application Error,Medium,Resolved,3.87,12,Met,3.8,No,Phone,User Error,Feb 2025,2025
TKT040636,2025-02-21,CUST01035,IT,Kavya Reddy,Software,Update/Upgrade,Low,Resolved,1.02,8,Met,3.6,No,Chat,Software Bug,Feb 2025,2025
TKT028812,2025-02-21,CUST04206,IT,Saurabh Yadav,Access & Permissions,Permission Change,Critical,Resolved,21.73,4,Breached,3.0,No,Email,Access Issue,Feb 2025,2025
TKT044893,2025-02-21,CUST00565,IT,Riya Kulkarni,Network,VPN,Low,Resolved,1.1,8,Met,4.5,No,Email,Network Issue,Feb 2025,2025
TKT048873,2025-02-21,CUST01990,HR,Aarav Sharma,Software,Update/Upgrade,High,Resolved,13.65,8,Met,3.7,No,Email,Configuration Error,Feb 2025,2025
TKT029307,2025-02-21,CUST00482,Operations,Anjali Verma,Software,Installation,Medium,Resolved,0.66,12,Met,4.3,No,Phone,Software Bug,Feb 2025,2025
TKT016048,2025-02-21,CUST00872,IT,Simran Kaur,Software,License Issue,Critical,Resolved,28.44,4,Breached,2.1,No,Phone,User Error,Feb 2025,2025
TKT040894,2025-02-21,CUST04598,IT,Vikram Rao,Application Support,Database Support,High,Resolved,6.0,8,Met,4.2,No,Portal,Access Issue,Feb 2025,2025
TKT041545,2025-02-21,CUST04202,IT,Vikram Rao,Software,Update/Upgrade,Medium,Resolved,7.32,12,Met,3.5,No,Portal,Software Bug,Feb 2025,2025
TKT009438,2025-02-21,CUST04624,Finance,Saurabh Yadav,Hardware,Monitor,Low,Resolved,2.25,8,Met,4.6,No,Email,Configuration Error,Feb 2025,2025
TKT041138,2025-02-21,CUST00518,IT,Rohan Kapoor,Hardware,Peripheral,Low,Resolved,1.43,8,Met,4.4,No,Chat,Unknown,Feb 2025,2025
TKT005066,2025-02-21,CUST00408,IT,Rohan Kapoor,Hardware,Printer,Low,Resolved,2.47,8,Breached,4.2,No,Portal,Access Issue,Feb 2025,2025
